Run Fondo;fecha;serie;periodo;valor_renta
8427;2023-05-02;A;3M;-3.84%
8427;2023-05-02;A;6M;-11.56%
8427;2023-05-02;A;1Y;-14.83%
8427;2023-05-02;A;YTD;-4.95%
8427;2023-05-03;A;1M;-2.13%
8427;2023-05-03;A;3M;-4.56%
8427;2023-05-03;A;6M;-12.64%
8427;2023-05-03;A;1Y;-15.44%
8427;2023-05-03;A;YTD;-5.63%
8427;2023-05-04;A;1M;-3.94%
8427;2023-05-04;A;3M;-5.60%
8427;2023-05-04;A;6M;-13.67%
8427;2023-05-04;A;1Y;-18.53%
8427;2023-05-04;A;YTD;-6.66%
8427;2023-05-05;A;1M;-1.03%
8427;2023-05-05;A;3M;-3.78%
8427;2023-05-05;A;6M;-12.02%
8427;2023-05-05;A;1Y;-14.61%
8427;2023-05-05;A;YTD;-4.87%
8427;2023-05-06;A;1M;-1.90%
8427;2023-05-06;A;3M;-6.00%
8427;2023-05-06;A;6M;-12.02%
8427;2023-05-06;A;1Y;-13.03%
8427;2023-05-06;A;YTD;-4.88%
8427;2023-05-07;A;1M;-1.90%
8427;2023-05-07;A;3M;-6.45%
8427;2023-05-07;A;6M;-10.87%
8427;2023-05-07;A;1Y;-13.03%
8427;2023-05-07;A;YTD;-4.89%
8427;2023-05-08;A;1M;-2.05%
8427;2023-05-08;A;3M;-5.07%
8427;2023-05-08;A;6M;-9.54%
8427;2023-05-08;A;1Y;-13.17%
8427;2023-05-08;A;YTD;-5.04%
8427;2023-05-09;A;1M;-2.57%
8427;2023-05-09;A;3M;-5.60%
8427;2023-05-09;A;6M;-8.24%
8427;2023-05-09;A;1Y;-12.18%
8427;2023-05-09;A;YTD;-5.55%
8427;2023-05-10;A;1M;-4.23%
8427;2023-05-10;A;3M;-7.33%
8427;2023-05-10;A;6M;-11.92%
8427;2023-05-10;A;1Y;-13.03%
8427;2023-05-10;A;YTD;-6.32%
8427;2023-05-11;A;1M;-1.45%
8427;2023-05-11;A;3M;-5.57%
8427;2023-05-11;A;6M;-11.47%
8427;2023-05-11;A;1Y;-9.63%
8427;2023-05-11;A;YTD;-4.55%
8427;2023-05-12;A;1M;-0.49%
8427;2023-05-12;A;3M;-7.00%
8427;2023-05-12;A;6M;-12.81%
8427;2023-05-12;A;1Y;-11.54%
8427;2023-05-12;A;YTD;-6.00%
8427;2023-05-13;A;1M;-0.85%
8427;2023-05-13;A;3M;-7.11%
8427;2023-05-13;A;6M;-12.81%
8427;2023-05-13;A;1Y;-13.10%
8427;2023-05-13;A;YTD;-6.00%
8427;2023-05-14;A;1M;-0.72%
8427;2023-05-14;A;3M;-6.63%
8427;2023-05-14;A;6M;-13.37%
8427;2023-05-14;A;1Y;-13.09%
8427;2023-05-14;A;YTD;-6.01%
8427;2023-05-15;A;1M;-0.44%
8427;2023-05-15;A;3M;-6.73%
8427;2023-05-15;A;6M;-12.92%
8427;2023-05-15;A;1Y;-12.85%
8427;2023-05-15;A;YTD;-5.75%
8427;2023-05-16;A;1M;0.27%
8427;2023-05-16;A;3M;-5.41%
8427;2023-05-16;A;6M;-12.31%
8427;2023-05-16;A;1Y;-11.86%
8427;2023-05-16;A;YTD;-5.08%
8427;2023-05-17;A;1M;0.65%
8427;2023-05-17;A;3M;-3.89%
8427;2023-05-17;A;6M;-13.52%
8427;2023-05-17;A;1Y;-11.76%
8427;2023-05-17;A;YTD;-3.99%
8427;2023-05-18;A;1M;1.42%
8427;2023-05-18;A;3M;-3.72%
8427;2023-05-18;A;6M;-14.37%
8427;2023-05-18;A;1Y;-8.81%
8427;2023-05-18;A;YTD;-3.83%
8427;2023-05-19;A;1M;1.60%
8427;2023-05-19;A;3M;-3.60%
8427;2023-05-19;A;6M;-14.26%
8427;2023-05-19;A;1Y;-7.69%
8427;2023-05-19;A;YTD;-3.71%
8427;2023-05-20;A;1M;2.68%
8427;2023-05-20;A;3M;-3.57%
8427;2023-05-20;A;6M;-14.26%
8427;2023-05-20;A;1Y;-7.04%
8427;2023-05-20;A;YTD;-3.72%
8427;2023-05-21;A;1M;2.18%
8427;2023-05-21;A;3M;-2.73%
8427;2023-05-21;A;6M;-15.60%
8427;2023-05-21;A;1Y;-7.04%
8427;2023-05-21;A;YTD;-3.72%
8427;2023-05-22;A;1M;2.77%
8427;2023-05-22;A;3M;-2.09%
8427;2023-05-22;A;6M;-14.95%
8427;2023-05-22;A;1Y;-6.50%
8427;2023-05-22;A;YTD;-3.17%
8427;2023-05-23;A;1M;1.67%
8427;2023-05-23;A;3M;-4.02%
8427;2023-05-23;A;6M;-15.35%
8427;2023-05-23;A;1Y;-8.43%
8427;2023-05-23;A;YTD;-4.21%
8427;2023-05-24;A;1M;-0.75%
8427;2023-05-24;A;3M;-4.69%
8427;2023-05-24;A;6M;-14.26%
8427;2023-05-24;A;1Y;-8.28%
8427;2023-05-24;A;YTD;-4.25%
8427;2023-05-25;A;1M;1.26%
8427;2023-05-25;A;3M;-4.34%
8427;2023-05-25;A;6M;-14.33%
8427;2023-05-25;A;1Y;-8.58%
8427;2023-05-25;A;YTD;-3.90%
8427;2023-05-26;A;1M;3.16%
8427;2023-05-26;A;3M;-3.83%
8427;2023-05-26;A;6M;-13.88%
8427;2023-05-26;A;1Y;-8.78%
8427;2023-05-26;A;YTD;-3.39%
8427;2023-05-27;A;1M;2.04%
8427;2023-05-27;A;3M;-5.77%
8427;2023-05-27;A;6M;-13.88%
8427;2023-05-27;A;1Y;-9.83%
8427;2023-05-27;A;YTD;-3.40%
8427;2023-05-28;A;1M;1.18%
8427;2023-05-28;A;3M;-5.22%
8427;2023-05-28;A;6M;-12.86%
8427;2023-05-28;A;1Y;-9.83%
8427;2023-05-28;A;YTD;-3.40%
8427;2023-05-29;A;1M;0.92%
8427;2023-05-29;A;3M;-5.46%
8427;2023-05-29;A;6M;-12.14%
8427;2023-05-29;A;1Y;-10.05%
8427;2023-05-29;A;YTD;-3.64%
8427;2023-05-30;A;1M;0.82%
8427;2023-05-30;A;3M;-5.56%
8427;2023-05-30;A;6M;-13.21%
8427;2023-05-30;A;1Y;-10.90%
8427;2023-05-30;A;YTD;-3.75%
8427;2023-05-31;A;1M;0.95%
8427;2023-05-31;A;3M;-5.43%
8427;2023-05-31;A;6M;-13.09%
8427;2023-05-31;A;1Y;-10.27%
8427;2023-05-31;A;YTD;-3.62%
8427;2023-06-01;A;1M;1.46%
8427;2023-06-01;A;3M;-3.44%
8427;2023-06-01;A;6M;-11.95%
8427;2023-06-01;A;1Y;-9.28%
8427;2023-06-01;A;YTD;-3.14%
8427;2023-06-02;A;1M;3.41%
8427;2023-06-02;A;3M;-2.93%
8427;2023-06-02;A;6M;-10.17%
8427;2023-06-02;A;1Y;-8.22%
8427;2023-06-02;A;YTD;-1.71%
8427;2023-06-03;A;1M;4.15%
8427;2023-06-03;A;3M;-4.12%
8427;2023-06-03;A;6M;-10.17%
8427;2023-06-03;A;1Y;-6.89%
8427;2023-06-03;A;YTD;-1.72%
8427;2023-06-04;A;1M;5.29%
8427;2023-06-04;A;3M;-4.12%
8427;2023-06-04;A;6M;-10.18%
8427;2023-06-04;A;1Y;-6.90%
8427;2023-06-04;A;YTD;-1.73%
8427;2023-06-05;A;1M;2.97%
8427;2023-06-05;A;3M;-4.43%
8427;2023-06-05;A;6M;-9.65%
8427;2023-06-05;A;1Y;-7.20%
8427;2023-06-05;A;YTD;-2.05%
8427;2023-06-06;A;1M;3.60%
8427;2023-06-06;A;3M;-3.06%
8427;2023-06-06;A;6M;-8.02%
8427;2023-06-06;A;1Y;-7.39%
8427;2023-06-06;A;YTD;-1.46%
8427;2023-06-07;A;1M;-0.68%
8427;2023-06-07;A;3M;-1.02%
8427;2023-06-07;A;6M;-11.06%
8427;2023-06-07;A;1Y;-13.04%
8427;2023-06-07;A;YTD;-5.53%
8427;2023-06-08;A;1M;0.08%
8427;2023-06-08;A;3M;-1.23%
8427;2023-06-08;A;6M;-10.52%
8427;2023-06-08;A;1Y;-11.02%
8427;2023-06-08;A;YTD;-4.97%
8427;2023-06-09;A;1M;0.24%
8427;2023-06-09;A;3M;1.82%
8427;2023-06-09;A;6M;-7.63%
8427;2023-06-09;A;1Y;-9.74%
8427;2023-06-09;A;YTD;-5.32%
8427;2023-06-10;A;1M;1.06%
8427;2023-06-10;A;3M;3.55%
8427;2023-06-10;A;6M;-7.63%
8427;2023-06-10;A;1Y;-6.98%
8427;2023-06-10;A;YTD;-5.33%
8427;2023-06-11;A;1M;-0.83%
8427;2023-06-11;A;3M;3.55%
8427;2023-06-11;A;6M;-7.63%
8427;2023-06-11;A;1Y;-6.99%
8427;2023-06-11;A;YTD;-5.34%
8427;2023-06-12;A;1M;4.04%
8427;2023-06-12;A;3M;6.99%
8427;2023-06-12;A;6M;-5.64%
8427;2023-06-12;A;1Y;-3.90%
8427;2023-06-12;A;YTD;-2.20%
8427;2023-06-13;A;1M;4.83%
8427;2023-06-13;A;3M;7.36%
8427;2023-06-13;A;6M;-5.12%
8427;2023-06-13;A;1Y;-2.37%
8427;2023-06-13;A;YTD;-1.46%
8427;2023-06-14;A;1M;4.52%
8427;2023-06-14;A;3M;6.16%
8427;2023-06-14;A;6M;-5.63%
8427;2023-06-14;A;1Y;-2.64%
8427;2023-06-14;A;YTD;-1.76%
8427;2023-06-15;A;1M;5.01%
8427;2023-06-15;A;3M;6.26%
8427;2023-06-15;A;6M;-4.20%
8427;2023-06-15;A;1Y;-2.86%
8427;2023-06-15;A;YTD;-1.02%
8427;2023-06-16;A;1M;3.44%
8427;2023-06-16;A;3M;3.01%
8427;2023-06-16;A;6M;-5.15%
8427;2023-06-16;A;1Y;-1.70%
8427;2023-06-16;A;YTD;-1.81%
8427;2023-06-17;A;1M;2.26%
8427;2023-06-17;A;3M;3.37%
8427;2023-06-17;A;6M;-5.15%
8427;2023-06-17;A;1Y;-2.77%
8427;2023-06-17;A;YTD;-1.82%
8427;2023-06-18;A;1M;2.09%
8427;2023-06-18;A;3M;3.37%
8427;2023-06-18;A;6M;-5.15%
8427;2023-06-18;A;1Y;-2.76%
8427;2023-06-18;A;YTD;-1.82%
8427;2023-06-19;A;1M;2.24%
8427;2023-06-19;A;3M;3.66%
8427;2023-06-19;A;6M;-4.87%
8427;2023-06-19;A;1Y;-2.50%
8427;2023-06-19;A;YTD;-1.56%
8427;2023-06-20;A;1M;2.23%
8427;2023-06-20;A;3M;3.23%
8427;2023-06-20;A;6M;-5.09%
8427;2023-06-20;A;1Y;-3.07%
8427;2023-06-20;A;YTD;-1.57%
8427;2023-06-21;A;1M;2.23%
8427;2023-06-21;A;3M;2.60%
8427;2023-06-21;A;6M;-5.12%
8427;2023-06-21;A;1Y;-3.07%
8427;2023-06-21;A;YTD;-1.57%
8427;2023-06-22;A;1M;1.84%
8427;2023-06-22;A;3M;4.17%
8427;2023-06-22;A;6M;-2.58%
8427;2023-06-22;A;1Y;-5.00%
8427;2023-06-22;A;YTD;-1.40%
8427;2023-06-23;A;1M;2.34%
8427;2023-06-23;A;3M;5.07%
8427;2023-06-23;A;6M;-4.56%
8427;2023-06-23;A;1Y;-7.29%
8427;2023-06-23;A;YTD;-1.97%
8427;2023-06-24;A;1M;2.37%
8427;2023-06-24;A;3M;4.10%
8427;2023-06-24;A;6M;-4.56%
8427;2023-06-24;A;1Y;-11.04%
8427;2023-06-24;A;YTD;-1.98%
8427;2023-06-25;A;1M;2.00%
8427;2023-06-25;A;3M;4.10%
8427;2023-06-25;A;6M;-4.56%
8427;2023-06-25;A;1Y;-11.04%
8427;2023-06-25;A;YTD;-1.98%
8427;2023-06-26;A;1M;1.45%
8427;2023-06-26;A;3M;4.10%
8427;2023-06-26;A;6M;-4.88%
8427;2023-06-26;A;1Y;-11.04%
8427;2023-06-26;A;YTD;-1.99%
8427;2023-06-27;A;1M;1.27%
8427;2023-06-27;A;3M;4.24%
8427;2023-06-27;A;6M;-4.85%
8427;2023-06-27;A;1Y;-11.20%
8427;2023-06-27;A;YTD;-2.17%
8427;2023-06-28;A;1M;1.33%
8427;2023-06-28;A;3M;5.06%
8427;2023-06-28;A;6M;-1.47%
8427;2023-06-28;A;1Y;-9.30%
8427;2023-06-28;A;YTD;-2.12%
8427;2023-06-29;A;1M;1.82%
8427;2023-06-29;A;3M;5.12%
8427;2023-06-29;A;6M;-2.80%
8427;2023-06-29;A;1Y;-10.11%
8427;2023-06-29;A;YTD;-1.89%
8427;2023-06-30;A;1M;2.94%
8427;2023-06-30;A;3M;5.72%
8427;2023-06-30;A;6M;-0.92%
8427;2023-06-30;A;1Y;-9.65%
8427;2023-06-30;A;YTD;-0.92%
8427;2023-07-01;A;1M;2.29%
8427;2023-07-01;A;3M;4.65%
8427;2023-07-01;A;6M;-0.92%
8427;2023-07-01;A;1Y;-10.46%
8427;2023-07-01;A;YTD;-0.93%
8427;2023-07-02;A;1M;0.79%
8427;2023-07-02;A;3M;4.65%
8427;2023-07-02;A;6M;-0.92%
8427;2023-07-02;A;1Y;-10.46%
8427;2023-07-02;A;YTD;-0.93%
8427;2023-07-03;A;1M;0.76%
8427;2023-07-03;A;3M;2.71%
8427;2023-07-03;A;6M;-0.57%
8427;2023-07-03;A;1Y;-10.48%
8427;2023-07-03;A;YTD;-0.97%
8427;2023-07-04;A;1M;0.49%
8427;2023-07-04;A;3M;1.63%
8427;2023-07-04;A;6M;-2.31%
8427;2023-07-04;A;1Y;-10.08%
8427;2023-07-04;A;YTD;-1.24%
8427;2023-07-05;A;1M;0.55%
8427;2023-07-05;A;3M;2.47%
8427;2023-07-05;A;6M;-1.86%
8427;2023-07-05;A;1Y;-11.83%
8427;2023-07-05;A;YTD;-1.51%
8427;2023-07-06;A;1M;-0.42%
8427;2023-07-06;A;3M;1.19%
8427;2023-07-06;A;6M;-3.73%
8427;2023-07-06;A;1Y;-14.76%
8427;2023-07-06;A;YTD;-1.88%
8427;2023-07-07;A;1M;4.92%
8427;2023-07-07;A;3M;2.22%
8427;2023-07-07;A;6M;-2.76%
8427;2023-07-07;A;1Y;-14.11%
8427;2023-07-07;A;YTD;-0.89%
8427;2023-07-08;A;1M;4.28%
8427;2023-07-08;A;3M;2.22%
8427;2023-07-08;A;6M;-2.76%
8427;2023-07-08;A;1Y;-14.77%
8427;2023-07-08;A;YTD;-0.90%
8427;2023-07-09;A;1M;4.67%
8427;2023-07-09;A;3M;2.22%
8427;2023-07-09;A;6M;-1.85%
8427;2023-07-09;A;1Y;-14.77%
8427;2023-07-09;A;YTD;-0.90%
8427;2023-07-10;A;1M;5.60%
8427;2023-07-10;A;3M;2.20%
8427;2023-07-10;A;6M;-1.24%
8427;2023-07-10;A;1Y;-14.01%
8427;2023-07-10;A;YTD;-0.03%
8427;2023-07-11;A;1M;6.89%
8427;2023-07-11;A;3M;4.47%
8427;2023-07-11;A;6M;-0.01%
8427;2023-07-11;A;1Y;-15.06%
8427;2023-07-11;A;YTD;1.19%
8427;2023-07-12;A;1M;4.02%
8427;2023-07-12;A;3M;7.70%
8427;2023-07-12;A;6M;0.38%
8427;2023-07-12;A;1Y;-15.02%
8427;2023-07-12;A;YTD;1.73%
8427;2023-07-13;A;1M;3.88%
8427;2023-07-13;A;3M;7.97%
8427;2023-07-13;A;6M;0.34%
8427;2023-07-13;A;1Y;-14.23%
8427;2023-07-13;A;YTD;2.36%
8427;2023-07-14;A;1M;4.73%
8427;2023-07-14;A;3M;8.68%
8427;2023-07-14;A;6M;0.87%
8427;2023-07-14;A;1Y;-15.84%
8427;2023-07-14;A;YTD;2.90%
8427;2023-07-15;A;1M;3.96%
8427;2023-07-15;A;3M;8.68%
8427;2023-07-15;A;6M;0.87%
8427;2023-07-15;A;1Y;-12.42%
8427;2023-07-15;A;YTD;2.89%
8427;2023-07-16;A;1M;4.79%
8427;2023-07-16;A;3M;8.68%
8427;2023-07-16;A;6M;1.20%
8427;2023-07-16;A;1Y;-12.42%
8427;2023-07-16;A;YTD;2.89%
8427;2023-07-17;A;1M;5.81%
8427;2023-07-17;A;3M;8.90%
8427;2023-07-17;A;6M;2.37%
8427;2023-07-17;A;1Y;-11.56%
8427;2023-07-17;A;YTD;3.89%
8427;2023-07-18;A;1M;5.64%
8427;2023-07-18;A;3M;9.37%
8427;2023-07-18;A;6M;4.33%
8427;2023-07-18;A;1Y;-7.33%
8427;2023-07-18;A;YTD;3.71%
8427;2023-07-19;A;1M;5.10%
8427;2023-07-19;A;3M;9.17%
8427;2023-07-19;A;6M;2.29%
8427;2023-07-19;A;1Y;-8.31%
8427;2023-07-19;A;YTD;3.47%
8427;2023-07-20;A;1M;4.03%
8427;2023-07-20;A;3M;9.21%
8427;2023-07-20;A;6M;0.92%
8427;2023-07-20;A;1Y;-8.73%
8427;2023-07-20;A;YTD;2.40%
8427;2023-07-21;A;1M;5.96%
8427;2023-07-21;A;3M;10.69%
8427;2023-07-21;A;6M;2.79%
8427;2023-07-21;A;1Y;-8.67%
8427;2023-07-21;A;YTD;4.30%
8427;2023-07-22;A;1M;5.77%
8427;2023-07-22;A;3M;10.69%
8427;2023-07-22;A;6M;2.79%
8427;2023-07-22;A;1Y;-8.61%
8427;2023-07-22;A;YTD;4.29%
8427;2023-07-23;A;1M;6.39%
8427;2023-07-23;A;3M;10.69%
8427;2023-07-23;A;6M;2.87%
8427;2023-07-23;A;1Y;-8.61%
8427;2023-07-23;A;YTD;4.29%
8427;2023-07-24;A;1M;7.35%
8427;2023-07-24;A;3M;9.08%
8427;2023-07-24;A;6M;4.99%
8427;2023-07-24;A;1Y;-7.78%
8427;2023-07-24;A;YTD;5.23%
8427;2023-07-25;A;1M;7.92%
8427;2023-07-25;A;3M;11.46%
8427;2023-07-25;A;6M;5.56%
8427;2023-07-25;A;1Y;-8.18%
8427;2023-07-25;A;YTD;5.78%
8427;2023-07-26;A;1M;7.63%
8427;2023-07-26;A;3M;12.65%
8427;2023-07-26;A;6M;4.69%
8427;2023-07-26;A;1Y;-5.69%
8427;2023-07-26;A;YTD;5.49%
8427;2023-07-27;A;1M;7.64%
8427;2023-07-27;A;3M;11.24%
8427;2023-07-27;A;6M;4.36%
8427;2023-07-27;A;1Y;-7.46%
8427;2023-07-27;A;YTD;5.31%
8427;2023-07-28;A;1M;8.57%
8427;2023-07-28;A;3M;11.30%
8427;2023-07-28;A;6M;5.32%
8427;2023-07-28;A;1Y;-6.54%
8427;2023-07-28;A;YTD;6.27%
8427;2023-07-29;A;1M;8.31%
8427;2023-07-29;A;3M;11.30%
8427;2023-07-29;A;6M;5.32%
8427;2023-07-29;A;1Y;-6.86%
8427;2023-07-29;A;YTD;6.26%
8427;2023-07-30;A;1M;7.25%
8427;2023-07-30;A;3M;11.30%
8427;2023-07-30;A;6M;5.44%
8427;2023-07-30;A;1Y;-6.85%
8427;2023-07-30;A;YTD;6.26%
8427;2023-07-31;A;1M;9.07%
8427;2023-07-31;A;3M;13.19%
8427;2023-07-31;A;6M;7.06%
8427;2023-07-31;A;1Y;-5.27%
8427;2023-07-31;A;YTD;8.06%
8707;2023-01-31;D;1M;0.07%
8707;2023-01-31;D;3M;-6.07%
8707;2023-01-31;D;6M;-10.80%
8707;2023-01-31;D;1Y;-10.37%
8707;2023-01-31;D;YTD;0.06%
8707;2023-02-01;D;1M;-0.73%
8707;2023-02-01;D;3M;-6.83%
8707;2023-02-01;D;6M;-10.46%
8707;2023-02-01;D;1Y;-12.36%
8707;2023-02-01;D;YTD;-0.74%
8707;2023-02-02;D;1M;-0.63%
8707;2023-02-02;D;3M;-5.93%
8707;2023-02-02;D;6M;-10.21%
8707;2023-02-02;D;1Y;-13.49%
8707;2023-02-02;D;YTD;-0.65%
8707;2023-02-03;D;1M;1.04%
8707;2023-02-03;D;3M;-4.52%
8707;2023-02-03;D;6M;-10.99%
8707;2023-02-03;D;1Y;-12.04%
8707;2023-02-03;D;YTD;0.37%
8707;2023-02-04;D;1M;-0.49%
8707;2023-02-04;D;3M;-4.08%
8707;2023-02-04;D;6M;-10.95%
8707;2023-02-04;D;1Y;-12.54%
8707;2023-02-04;D;YTD;0.37%
8707;2023-02-05;D;1M;-0.04%
8707;2023-02-05;D;3M;-4.08%
8707;2023-02-05;D;6M;-11.84%
8707;2023-02-05;D;1Y;-12.54%
8707;2023-02-05;D;YTD;0.37%
8707;2023-02-06;D;1M;1.03%
8707;2023-02-06;D;3M;-2.60%
8707;2023-02-06;D;6M;-10.48%
8707;2023-02-06;D;1Y;-11.19%
8707;2023-02-06;D;YTD;1.91%
8707;2023-02-07;D;1M;-0.15%
8707;2023-02-07;D;3M;-2.96%
8707;2023-02-07;D;6M;-11.52%
8707;2023-02-07;D;1Y;-12.78%
8707;2023-02-07;D;YTD;0.72%
8707;2023-02-08;D;1M;-0.97%
8707;2023-02-08;D;3M;-3.24%
8707;2023-02-08;D;6M;-11.05%
8707;2023-02-08;D;1Y;-13.16%
8707;2023-02-08;D;YTD;-0.11%
8707;2023-02-09;D;1M;-0.87%
8707;2023-02-09;D;3M;-1.44%
8707;2023-02-09;D;6M;-8.75%
8707;2023-02-09;D;1Y;-15.25%
8707;2023-02-09;D;YTD;0.17%
8707;2023-02-10;D;1M;0.06%
8707;2023-02-10;D;3M;-3.60%
8707;2023-02-10;D;6M;-9.04%
8707;2023-02-10;D;1Y;-13.58%
8707;2023-02-10;D;YTD;-0.03%
8707;2023-02-11;D;1M;0.09%
8707;2023-02-11;D;3M;-6.58%
8707;2023-02-11;D;6M;-8.84%
8707;2023-02-11;D;1Y;-12.27%
8707;2023-02-11;D;YTD;-0.04%
8707;2023-02-12;D;1M;-0.38%
8707;2023-02-12;D;3M;-6.58%
8707;2023-02-12;D;6M;-9.62%
8707;2023-02-12;D;1Y;-12.27%
8707;2023-02-12;D;YTD;-0.04%
8707;2023-02-13;D;1M;-1.21%
8707;2023-02-13;D;3M;-6.74%
8707;2023-02-13;D;6M;-9.78%
8707;2023-02-13;D;1Y;-12.42%
8707;2023-02-13;D;YTD;-0.22%
8707;2023-02-14;D;1M;-1.64%
8707;2023-02-14;D;3M;-8.27%
8707;2023-02-14;D;6M;-10.17%
8707;2023-02-14;D;1Y;-12.13%
8707;2023-02-14;D;YTD;-0.66%
8707;2023-02-15;D;1M;-1.23%
8707;2023-02-15;D;3M;-7.56%
8707;2023-02-15;D;6M;-9.79%
8707;2023-02-15;D;1Y;-12.07%
8707;2023-02-15;D;YTD;-0.24%
8707;2023-02-16;D;1M;-1.20%
8707;2023-02-16;D;3M;-7.70%
8707;2023-02-16;D;6M;-10.30%
8707;2023-02-16;D;1Y;-11.97%
8707;2023-02-16;D;YTD;-0.26%
8707;2023-02-17;D;1M;-2.31%
8707;2023-02-17;D;3M;-10.72%
8707;2023-02-17;D;6M;-12.23%
8707;2023-02-17;D;1Y;-11.83%
8707;2023-02-17;D;YTD;-1.45%
8707;2023-02-18;D;1M;-0.75%
8707;2023-02-18;D;3M;-11.82%
8707;2023-02-18;D;6M;-14.35%
8707;2023-02-18;D;1Y;-10.16%
8707;2023-02-18;D;YTD;-1.45%
8707;2023-02-19;D;1M;-1.76%
8707;2023-02-19;D;3M;-11.82%
8707;2023-02-19;D;6M;-15.88%
8707;2023-02-19;D;1Y;-10.16%
8707;2023-02-19;D;YTD;-1.46%
8707;2023-02-20;D;1M;-1.72%
8707;2023-02-20;D;3M;-11.75%
8707;2023-02-20;D;6M;-15.81%
8707;2023-02-20;D;1Y;-10.09%
8707;2023-02-20;D;YTD;-1.38%
8707;2023-02-21;D;1M;-2.13%
8707;2023-02-21;D;3M;-13.36%
8707;2023-02-21;D;6M;-16.16%
8707;2023-02-21;D;1Y;-10.78%
8707;2023-02-21;D;YTD;-1.80%
8707;2023-02-22;D;1M;-2.48%
8707;2023-02-22;D;3M;-13.36%
8707;2023-02-22;D;6M;-15.15%
8707;2023-02-22;D;1Y;-9.82%
8707;2023-02-22;D;YTD;-2.16%
8707;2023-02-23;D;1M;-2.50%
8707;2023-02-23;D;3M;-12.72%
8707;2023-02-23;D;6M;-12.64%
8707;2023-02-23;D;1Y;-7.26%
8707;2023-02-23;D;YTD;-1.64%
8707;2023-02-24;D;1M;-0.55%
8707;2023-02-24;D;3M;-10.94%
8707;2023-02-24;D;6M;-10.76%
8707;2023-02-24;D;1Y;-8.00%
8707;2023-02-24;D;YTD;-0.67%
8707;2023-02-25;D;1M;0.00%
8707;2023-02-25;D;3M;-11.21%
8707;2023-02-25;D;6M;-11.03%
8707;2023-02-25;D;1Y;-9.73%
8707;2023-02-25;D;YTD;-0.68%
8707;2023-02-26;D;1M;-0.55%
8707;2023-02-26;D;3M;-11.21%
8707;2023-02-26;D;6M;-8.54%
8707;2023-02-26;D;1Y;-9.73%
8707;2023-02-26;D;YTD;-0.68%
8707;2023-02-27;D;1M;0.64%
8707;2023-02-27;D;3M;-9.60%
8707;2023-02-27;D;6M;-6.88%
8707;2023-02-27;D;1Y;-8.10%
8707;2023-02-27;D;YTD;1.11%
8707;2023-02-28;D;1M;0.39%
8707;2023-02-28;D;3M;-9.10%
8707;2023-02-28;D;6M;-7.12%
8707;2023-02-28;D;1Y;-7.45%
8707;2023-02-28;D;YTD;0.85%
8707;2023-03-01;D;1M;-0.41%
8707;2023-03-01;D;3M;-10.09%
8707;2023-03-01;D;6M;-5.54%
8707;2023-03-01;D;1Y;-8.72%
8707;2023-03-01;D;YTD;-1.15%
8707;2023-03-02;D;1M;-0.48%
8707;2023-03-02;D;3M;-9.58%
8707;2023-03-02;D;6M;-4.03%
8707;2023-03-02;D;1Y;-9.77%
8707;2023-03-02;D;YTD;-1.13%
8707;2023-03-03;D;1M;-0.12%
8707;2023-03-03;D;3M;-8.32%
8707;2023-03-03;D;6M;-2.69%
8707;2023-03-03;D;1Y;-7.34%
8707;2023-03-03;D;YTD;0.25%
8707;2023-03-04;D;1M;-0.12%
8707;2023-03-04;D;3M;-8.32%
8707;2023-03-04;D;6M;-2.69%
8707;2023-03-04;D;1Y;-6.40%
8707;2023-03-04;D;YTD;0.25%
8707;2023-03-05;D;1M;-0.12%
8707;2023-03-05;D;3M;-7.73%
8707;2023-03-05;D;6M;-0.06%
8707;2023-03-05;D;1Y;-6.40%
8707;2023-03-05;D;YTD;0.24%
8707;2023-03-06;D;1M;-1.66%
8707;2023-03-06;D;3M;-6.47%
8707;2023-03-06;D;6M;-2.15%
8707;2023-03-06;D;1Y;-6.42%
8707;2023-03-06;D;YTD;0.22%
8707;2023-03-07;D;1M;-5.95%
8707;2023-03-07;D;3M;-10.46%
8707;2023-03-07;D;6M;-8.12%
8707;2023-03-07;D;1Y;-9.52%
8707;2023-03-07;D;YTD;-5.27%
8707;2023-03-08;D;1M;-4.97%
8707;2023-03-08;D;3M;-10.26%
8707;2023-03-08;D;6M;-8.16%
8707;2023-03-08;D;1Y;-8.91%
8707;2023-03-08;D;YTD;-5.08%
8707;2023-03-09;D;1M;-6.68%
8707;2023-03-09;D;3M;-9.53%
8707;2023-03-09;D;6M;-12.85%
8707;2023-03-09;D;1Y;-11.42%
8707;2023-03-09;D;YTD;-6.52%
8707;2023-03-10;D;1M;-8.22%
8707;2023-03-10;D;3M;-11.20%
8707;2023-03-10;D;6M;-14.46%
8707;2023-03-10;D;1Y;-13.20%
8707;2023-03-10;D;YTD;-8.25%
8707;2023-03-11;D;1M;-8.21%
8707;2023-03-11;D;3M;-11.20%
8707;2023-03-11;D;6M;-14.46%
8707;2023-03-11;D;1Y;-10.77%
8707;2023-03-11;D;YTD;-8.25%
8707;2023-03-12;D;1M;-8.22%
8707;2023-03-12;D;3M;-11.10%
8707;2023-03-12;D;6M;-19.14%
8707;2023-03-12;D;1Y;-10.77%
8707;2023-03-12;D;YTD;-8.26%
8707;2023-03-13;D;1M;-8.35%
8707;2023-03-13;D;3M;-12.41%
