Run Fondo;fecha;serie;periodo;valor_renta
8744;2023-06-22;APV;YTD;-2.71%
8744;2023-06-23;APV;1M;0.80%
8744;2023-06-23;APV;3M;4.36%
8744;2023-06-23;APV;6M;-4.81%
8744;2023-06-23;APV;1Y;-2.57%
8744;2023-06-23;APV;YTD;-2.95%
8744;2023-06-24;APV;1M;1.07%
8744;2023-06-24;APV;3M;3.81%
8744;2023-06-24;APV;6M;-4.80%
8744;2023-06-24;APV;1Y;-5.65%
8744;2023-06-24;APV;YTD;-2.95%
8744;2023-06-25;APV;1M;1.26%
8744;2023-06-25;APV;3M;3.81%
8744;2023-06-25;APV;6M;-4.80%
8744;2023-06-25;APV;1Y;-5.64%
8744;2023-06-25;APV;YTD;-2.95%
8744;2023-06-26;APV;1M;1.08%
8744;2023-06-26;APV;3M;3.81%
8744;2023-06-26;APV;6M;-5.25%
8744;2023-06-26;APV;1Y;-5.64%
8744;2023-06-26;APV;YTD;-2.95%
8744;2023-06-27;APV;1M;0.44%
8744;2023-06-27;APV;3M;3.40%
8744;2023-06-27;APV;6M;-5.74%
8744;2023-06-27;APV;1Y;-6.24%
8744;2023-06-27;APV;YTD;-3.57%
8744;2023-06-28;APV;1M;0.55%
8744;2023-06-28;APV;3M;4.07%
8744;2023-06-28;APV;6M;-3.11%
8744;2023-06-28;APV;1Y;-5.81%
8744;2023-06-28;APV;YTD;-3.47%
8744;2023-06-29;APV;1M;1.20%
8744;2023-06-29;APV;3M;4.37%
8744;2023-06-29;APV;6M;-3.32%
8744;2023-06-29;APV;1Y;-6.30%
8744;2023-06-29;APV;YTD;-3.18%
8744;2023-06-30;APV;1M;1.56%
8744;2023-06-30;APV;3M;4.51%
8744;2023-06-30;APV;6M;-2.60%
8744;2023-06-30;APV;1Y;-6.50%
8744;2023-06-30;APV;YTD;-2.60%
8744;2023-07-01;APV;1M;1.79%
8744;2023-07-01;APV;3M;3.46%
8744;2023-07-01;APV;6M;-2.59%
8744;2023-07-01;APV;1Y;-7.06%
8744;2023-07-01;APV;YTD;-2.60%
8744;2023-07-02;APV;1M;0.68%
8744;2023-07-02;APV;3M;3.46%
8744;2023-07-02;APV;6M;-2.59%
8744;2023-07-02;APV;1Y;-7.05%
8744;2023-07-02;APV;YTD;-2.60%
8744;2023-07-03;APV;1M;1.04%
8744;2023-07-03;APV;3M;1.97%
8744;2023-07-03;APV;6M;-1.81%
8744;2023-07-03;APV;1Y;-6.72%
8744;2023-07-03;APV;YTD;-2.26%
8744;2023-07-04;APV;1M;0.75%
8744;2023-07-04;APV;3M;0.39%
8744;2023-07-04;APV;6M;-2.93%
8744;2023-07-04;APV;1Y;-6.55%
8744;2023-07-04;APV;YTD;-2.54%
8744;2023-07-05;APV;1M;0.33%
8744;2023-07-05;APV;3M;0.25%
8744;2023-07-05;APV;6M;-3.00%
8744;2023-07-05;APV;1Y;-8.08%
8744;2023-07-05;APV;YTD;-2.83%
8744;2023-07-06;APV;1M;-0.12%
8744;2023-07-06;APV;3M;-0.30%
8744;2023-07-06;APV;6M;-3.17%
8744;2023-07-06;APV;1Y;-10.24%
8744;2023-07-06;APV;YTD;-2.94%
8744;2023-07-07;APV;1M;2.99%
8744;2023-07-07;APV;3M;-0.28%
8744;2023-07-07;APV;6M;-3.15%
8744;2023-07-07;APV;1Y;-10.53%
8744;2023-07-07;APV;YTD;-2.93%
8744;2023-07-08;APV;1M;3.40%
8744;2023-07-08;APV;3M;-0.28%
8744;2023-07-08;APV;6M;-3.15%
8744;2023-07-08;APV;1Y;-11.32%
8744;2023-07-08;APV;YTD;-2.94%
8744;2023-07-09;APV;1M;3.65%
8744;2023-07-09;APV;3M;-0.28%
8744;2023-07-09;APV;6M;-3.00%
8744;2023-07-09;APV;1Y;-11.32%
8744;2023-07-09;APV;YTD;-2.94%
8744;2023-07-10;APV;1M;4.49%
8744;2023-07-10;APV;3M;-0.31%
8744;2023-07-10;APV;6M;-1.91%
8744;2023-07-10;APV;1Y;-10.59%
8744;2023-07-10;APV;YTD;-2.15%
8744;2023-07-11;APV;1M;5.75%
8744;2023-07-11;APV;3M;1.67%
8744;2023-07-11;APV;6M;-0.53%
8744;2023-07-11;APV;1Y;-12.29%
8744;2023-07-11;APV;YTD;-0.98%
8744;2023-07-12;APV;1M;3.58%
8744;2023-07-12;APV;3M;3.80%
8744;2023-07-12;APV;6M;-0.39%
8744;2023-07-12;APV;1Y;-13.17%
8744;2023-07-12;APV;YTD;-0.61%
8744;2023-07-13;APV;1M;2.99%
8744;2023-07-13;APV;3M;4.51%
8744;2023-07-13;APV;6M;-0.49%
8744;2023-07-13;APV;1Y;-12.54%
8744;2023-07-13;APV;YTD;-0.07%
8744;2023-07-14;APV;1M;3.64%
8744;2023-07-14;APV;3M;4.98%
8744;2023-07-14;APV;6M;0.13%
8744;2023-07-14;APV;1Y;-13.82%
8744;2023-07-14;APV;YTD;0.54%
8744;2023-07-15;APV;1M;3.25%
8744;2023-07-15;APV;3M;4.98%
8744;2023-07-15;APV;6M;0.13%
8744;2023-07-15;APV;1Y;-10.64%
8744;2023-07-15;APV;YTD;0.54%
8744;2023-07-16;APV;1M;3.53%
8744;2023-07-16;APV;3M;4.98%
8744;2023-07-16;APV;6M;0.19%
8744;2023-07-16;APV;1Y;-10.64%
8744;2023-07-16;APV;YTD;0.54%
8744;2023-07-17;APV;1M;4.41%
8744;2023-07-17;APV;3M;5.32%
8744;2023-07-17;APV;6M;1.30%
8744;2023-07-17;APV;1Y;-9.87%
8744;2023-07-17;APV;YTD;1.39%
8744;2023-07-18;APV;1M;4.54%
8744;2023-07-18;APV;3M;5.91%
8744;2023-07-18;APV;6M;3.11%
8744;2023-07-18;APV;1Y;-5.44%
8744;2023-07-18;APV;YTD;1.52%
8744;2023-07-19;APV;1M;4.26%
8744;2023-07-19;APV;3M;5.57%
8744;2023-07-19;APV;6M;2.15%
8744;2023-07-19;APV;1Y;-5.48%
8744;2023-07-19;APV;YTD;1.38%
8744;2023-07-20;APV;1M;3.45%
8744;2023-07-20;APV;3M;5.72%
8744;2023-07-20;APV;6M;1.32%
8744;2023-07-20;APV;1Y;-5.79%
8744;2023-07-20;APV;YTD;0.65%
8744;2023-07-21;APV;1M;4.77%
8744;2023-07-21;APV;3M;6.80%
8744;2023-07-21;APV;6M;2.62%
8744;2023-07-21;APV;1Y;-5.60%
8744;2023-07-21;APV;YTD;1.94%
8744;2023-07-22;APV;1M;4.77%
8744;2023-07-22;APV;3M;6.80%
8744;2023-07-22;APV;6M;2.62%
8744;2023-07-22;APV;1Y;-6.06%
8744;2023-07-22;APV;YTD;1.93%
8744;2023-07-23;APV;1M;5.03%
8744;2023-07-23;APV;3M;6.81%
8744;2023-07-23;APV;6M;2.58%
8744;2023-07-23;APV;1Y;-6.06%
8744;2023-07-23;APV;YTD;1.93%
8744;2023-07-24;APV;1M;6.05%
8744;2023-07-24;APV;3M;5.60%
8744;2023-07-24;APV;6M;4.43%
8744;2023-07-24;APV;1Y;-5.15%
8744;2023-07-24;APV;YTD;2.92%
8744;2023-07-25;APV;1M;6.49%
8744;2023-07-25;APV;3M;6.39%
8744;2023-07-25;APV;6M;5.06%
8744;2023-07-25;APV;1Y;-5.79%
8744;2023-07-25;APV;YTD;3.35%
8744;2023-07-26;APV;1M;6.36%
8744;2023-07-26;APV;3M;7.87%
8744;2023-07-26;APV;6M;4.56%
8744;2023-07-26;APV;1Y;-3.71%
8744;2023-07-26;APV;YTD;3.22%
8744;2023-07-27;APV;1M;6.62%
8744;2023-07-27;APV;3M;7.26%
8744;2023-07-27;APV;6M;3.85%
8744;2023-07-27;APV;1Y;-4.81%
8744;2023-07-27;APV;YTD;2.81%
8744;2023-07-28;APV;1M;7.25%
8744;2023-07-28;APV;3M;7.11%
8744;2023-07-28;APV;6M;4.57%
8744;2023-07-28;APV;1Y;-4.29%
8744;2023-07-28;APV;YTD;3.53%
8744;2023-07-29;APV;1M;6.93%
8744;2023-07-29;APV;3M;7.11%
8744;2023-07-29;APV;6M;4.57%
8744;2023-07-29;APV;1Y;-4.75%
8744;2023-07-29;APV;YTD;3.52%
8744;2023-07-30;APV;1M;6.28%
8744;2023-07-30;APV;3M;7.12%
8744;2023-07-30;APV;6M;4.28%
8744;2023-07-30;APV;1Y;-4.75%
8744;2023-07-30;APV;YTD;3.52%
8744;2023-07-31;APV;1M;7.89%
8744;2023-07-31;APV;3M;8.74%
8744;2023-07-31;APV;6M;5.89%
8744;2023-07-31;APV;1Y;-3.30%
8744;2023-07-31;APV;YTD;5.09%
8924;2023-01-31;APV;1M;1.17%
8924;2023-01-31;APV;3M;-6.97%
8924;2023-01-31;APV;6M;-11.70%
8924;2023-01-31;APV;1Y;-12.90%
8924;2023-01-31;APV;YTD;1.16%
8924;2023-02-01;APV;1M;0.37%
8924;2023-02-01;APV;3M;-7.70%
8924;2023-02-01;APV;6M;-11.21%
8924;2023-02-01;APV;1Y;-13.91%
8924;2023-02-01;APV;YTD;0.36%
8924;2023-02-02;APV;1M;-0.65%
8924;2023-02-02;APV;3M;-6.52%
8924;2023-02-02;APV;6M;-11.79%
8924;2023-02-02;APV;1Y;-15.81%
8924;2023-02-02;APV;YTD;-0.67%
8924;2023-02-03;APV;1M;-0.26%
8924;2023-02-03;APV;3M;-7.04%
8924;2023-02-03;APV;6M;-13.88%
8924;2023-02-03;APV;1Y;-15.52%
8924;2023-02-03;APV;YTD;-0.80%
8924;2023-02-04;APV;1M;-1.55%
8924;2023-02-04;APV;3M;-7.22%
8924;2023-02-04;APV;6M;-13.75%
8924;2023-02-04;APV;1Y;-16.45%
8924;2023-02-04;APV;YTD;-0.81%
8924;2023-02-05;APV;1M;-0.97%
8924;2023-02-05;APV;3M;-7.22%
8924;2023-02-05;APV;6M;-14.52%
8924;2023-02-05;APV;1Y;-16.45%
8924;2023-02-05;APV;YTD;-0.81%
8924;2023-02-06;APV;1M;0.37%
8924;2023-02-06;APV;3M;-4.79%
8924;2023-02-06;APV;6M;-12.28%
8924;2023-02-06;APV;1Y;-14.25%
8924;2023-02-06;APV;YTD;1.79%
8924;2023-02-07;APV;1M;0.58%
8924;2023-02-07;APV;3M;-3.47%
8924;2023-02-07;APV;6M;-12.09%
8924;2023-02-07;APV;1Y;-14.01%
8924;2023-02-07;APV;YTD;2.00%
8924;2023-02-08;APV;1M;-0.93%
8924;2023-02-08;APV;3M;-3.99%
8924;2023-02-08;APV;6M;-11.66%
8924;2023-02-08;APV;1Y;-15.64%
8924;2023-02-08;APV;YTD;0.46%
8924;2023-02-09;APV;1M;-0.23%
8924;2023-02-09;APV;3M;-2.07%
8924;2023-02-09;APV;6M;-9.64%
8924;2023-02-09;APV;1Y;-17.53%
8924;2023-02-09;APV;YTD;0.47%
8924;2023-02-10;APV;1M;0.47%
8924;2023-02-10;APV;3M;-4.07%
8924;2023-02-10;APV;6M;-9.30%
8924;2023-02-10;APV;1Y;-13.80%
8924;2023-02-10;APV;YTD;1.58%
8924;2023-02-11;APV;1M;0.56%
8924;2023-02-11;APV;3M;-6.02%
8924;2023-02-11;APV;6M;-8.64%
8924;2023-02-11;APV;1Y;-12.65%
8924;2023-02-11;APV;YTD;1.57%
8924;2023-02-12;APV;1M;0.32%
8924;2023-02-12;APV;3M;-6.02%
8924;2023-02-12;APV;6M;-9.93%
8924;2023-02-12;APV;1Y;-12.65%
8924;2023-02-12;APV;YTD;1.57%
8924;2023-02-13;APV;1M;-0.51%
8924;2023-02-13;APV;3M;-6.20%
8924;2023-02-13;APV;6M;-10.11%
8924;2023-02-13;APV;1Y;-12.82%
8924;2023-02-13;APV;YTD;1.37%
8924;2023-02-14;APV;1M;-0.97%
8924;2023-02-14;APV;3M;-7.06%
8924;2023-02-14;APV;6M;-10.52%
8924;2023-02-14;APV;1Y;-13.31%
8924;2023-02-14;APV;YTD;0.89%
8924;2023-02-15;APV;1M;-0.62%
8924;2023-02-15;APV;3M;-6.75%
8924;2023-02-15;APV;6M;-10.21%
8924;2023-02-15;APV;1Y;-13.67%
8924;2023-02-15;APV;YTD;1.24%
8924;2023-02-16;APV;1M;-0.70%
8924;2023-02-16;APV;3M;-7.08%
8924;2023-02-16;APV;6M;-10.70%
8924;2023-02-16;APV;1Y;-13.77%
8924;2023-02-16;APV;YTD;0.87%
8924;2023-02-17;APV;1M;-1.23%
8924;2023-02-17;APV;3M;-9.71%
8924;2023-02-17;APV;6M;-12.03%
8924;2023-02-17;APV;1Y;-12.49%
8924;2023-02-17;APV;YTD;0.22%
8924;2023-02-18;APV;1M;0.82%
8924;2023-02-18;APV;3M;-10.66%
8924;2023-02-18;APV;6M;-14.14%
8924;2023-02-18;APV;1Y;-11.35%
8924;2023-02-18;APV;YTD;0.21%
8924;2023-02-19;APV;1M;-0.98%
8924;2023-02-19;APV;3M;-10.66%
8924;2023-02-19;APV;6M;-15.47%
8924;2023-02-19;APV;1Y;-11.35%
8924;2023-02-19;APV;YTD;0.21%
8924;2023-02-20;APV;1M;-1.51%
8924;2023-02-20;APV;3M;-10.78%
8924;2023-02-20;APV;6M;-15.59%
8924;2023-02-20;APV;1Y;-11.47%
8924;2023-02-20;APV;YTD;0.07%
8924;2023-02-21;APV;1M;-2.44%
8924;2023-02-21;APV;3M;-12.91%
8924;2023-02-21;APV;6M;-16.38%
8924;2023-02-21;APV;1Y;-12.89%
8924;2023-02-21;APV;YTD;-0.88%
8924;2023-02-22;APV;1M;-2.49%
8924;2023-02-22;APV;3M;-12.85%
8924;2023-02-22;APV;6M;-14.85%
8924;2023-02-22;APV;1Y;-11.64%
8924;2023-02-22;APV;YTD;-0.94%
8924;2023-02-23;APV;1M;-1.58%
8924;2023-02-23;APV;3M;-11.74%
8924;2023-02-23;APV;6M;-12.33%
8924;2023-02-23;APV;1Y;-8.54%
8924;2023-02-23;APV;YTD;-0.01%
8924;2023-02-24;APV;1M;0.41%
8924;2023-02-24;APV;3M;-9.88%
8924;2023-02-24;APV;6M;-10.64%
8924;2023-02-24;APV;1Y;-10.08%
8924;2023-02-24;APV;YTD;0.82%
8924;2023-02-25;APV;1M;0.57%
8924;2023-02-25;APV;3M;-10.34%
8924;2023-02-25;APV;6M;-11.25%
8924;2023-02-25;APV;1Y;-11.70%
8924;2023-02-25;APV;YTD;0.82%
8924;2023-02-26;APV;1M;-0.08%
8924;2023-02-26;APV;3M;-10.34%
8924;2023-02-26;APV;6M;-7.74%
8924;2023-02-26;APV;1Y;-11.70%
8924;2023-02-26;APV;YTD;0.82%
8924;2023-02-27;APV;1M;1.66%
8924;2023-02-27;APV;3M;-8.58%
8924;2023-02-27;APV;6M;-5.93%
8924;2023-02-27;APV;1Y;-9.96%
8924;2023-02-27;APV;YTD;2.79%
8924;2023-02-28;APV;1M;1.37%
8924;2023-02-28;APV;3M;-7.70%
8924;2023-02-28;APV;6M;-6.21%
8924;2023-02-28;APV;1Y;-8.99%
8924;2023-02-28;APV;YTD;2.48%
8924;2023-03-01;APV;1M;0.41%
8924;2023-03-01;APV;3M;-9.04%
8924;2023-03-01;APV;6M;-5.01%
8924;2023-03-01;APV;1Y;-9.78%
8924;2023-03-01;APV;YTD;0.77%
8924;2023-03-02;APV;1M;1.51%
8924;2023-03-02;APV;3M;-8.57%
8924;2023-03-02;APV;6M;-3.01%
8924;2023-03-02;APV;1Y;-11.31%
8924;2023-03-02;APV;YTD;0.84%
8924;2023-03-03;APV;1M;3.39%
8924;2023-03-03;APV;3M;-7.00%
8924;2023-03-03;APV;6M;-1.34%
8924;2023-03-03;APV;1Y;-8.43%
8924;2023-03-03;APV;YTD;2.57%
8924;2023-03-04;APV;1M;3.39%
8924;2023-03-04;APV;3M;-7.00%
8924;2023-03-04;APV;6M;-1.34%
8924;2023-03-04;APV;1Y;-7.69%
8924;2023-03-04;APV;YTD;2.56%
8924;2023-03-05;APV;1M;3.39%
8924;2023-03-05;APV;3M;-5.97%
8924;2023-03-05;APV;6M;0.90%
8924;2023-03-05;APV;1Y;-7.69%
8924;2023-03-05;APV;YTD;2.56%
8924;2023-03-06;APV;1M;-0.01%
8924;2023-03-06;APV;3M;-5.55%
8924;2023-03-06;APV;6M;-1.80%
8924;2023-03-06;APV;1Y;-8.39%
8924;2023-03-06;APV;YTD;1.77%
8924;2023-03-07;APV;1M;-6.28%
8924;2023-03-07;APV;3M;-10.42%
8924;2023-03-07;APV;6M;-8.83%
8924;2023-03-07;APV;1Y;-11.34%
8924;2023-03-07;APV;YTD;-4.41%
8924;2023-03-08;APV;1M;-4.15%
8924;2023-03-08;APV;3M;-9.76%
8924;2023-03-08;APV;6M;-8.02%
8924;2023-03-08;APV;1Y;-10.83%
8924;2023-03-08;APV;YTD;-3.71%
8924;2023-03-09;APV;1M;-7.13%
8924;2023-03-09;APV;3M;-9.18%
8924;2023-03-09;APV;6M;-14.72%
8924;2023-03-09;APV;1Y;-15.23%
8924;2023-03-09;APV;YTD;-6.69%
8924;2023-03-10;APV;1M;-9.69%
8924;2023-03-10;APV;3M;-10.70%
8924;2023-03-10;APV;6M;-16.15%
8924;2023-03-10;APV;1Y;-15.68%
8924;2023-03-10;APV;YTD;-8.26%
8924;2023-03-11;APV;1M;-9.68%
8924;2023-03-11;APV;3M;-10.70%
8924;2023-03-11;APV;6M;-16.15%
8924;2023-03-11;APV;1Y;-12.67%
8924;2023-03-11;APV;YTD;-8.26%
8924;2023-03-12;APV;1M;-9.69%
8924;2023-03-12;APV;3M;-11.86%
8924;2023-03-12;APV;6M;-20.33%
8924;2023-03-12;APV;1Y;-12.68%
8924;2023-03-12;APV;YTD;-8.27%
8924;2023-03-13;APV;1M;-9.24%
8924;2023-03-13;APV;3M;-11.44%
8924;2023-03-13;APV;6M;-18.05%
8924;2023-03-13;APV;1Y;-12.41%
8924;2023-03-13;APV;YTD;-8.00%
8924;2023-03-14;APV;1M;-8.49%
8924;2023-03-14;APV;3M;-11.80%
8924;2023-03-14;APV;6M;-18.49%
8924;2023-03-14;APV;1Y;-12.23%
8924;2023-03-14;APV;YTD;-7.67%
8924;2023-03-15;APV;1M;-7.85%
8924;2023-03-15;APV;3M;-10.12%
8924;2023-03-15;APV;6M;-17.20%
8924;2023-03-15;APV;1Y;-13.33%
8924;2023-03-15;APV;YTD;-6.71%
8924;2023-03-16;APV;1M;-5.72%
8924;2023-03-16;APV;3M;-8.35%
8924;2023-03-16;APV;6M;-15.60%
8924;2023-03-16;APV;1Y;-13.05%
8924;2023-03-16;APV;YTD;-4.91%
8924;2023-03-17;APV;1M;-4.97%
8924;2023-03-17;APV;3M;-8.21%
8924;2023-03-17;APV;6M;-15.47%
8924;2023-03-17;APV;1Y;-13.38%
8924;2023-03-17;APV;YTD;-4.77%
8924;2023-03-18;APV;1M;-4.97%
8924;2023-03-18;APV;3M;-8.21%
8924;2023-03-18;APV;6M;-15.47%
8924;2023-03-18;APV;1Y;-14.80%
8924;2023-03-18;APV;YTD;-4.77%
8924;2023-03-19;APV;1M;-4.97%
8924;2023-03-19;APV;3M;-7.74%
8924;2023-03-19;APV;6M;-15.47%
8924;2023-03-19;APV;1Y;-14.80%
8924;2023-03-19;APV;YTD;-4.78%
8924;2023-03-20;APV;1M;-4.79%
8924;2023-03-20;APV;3M;-7.90%
8924;2023-03-20;APV;6M;-14.69%
8924;2023-03-20;APV;1Y;-14.75%
8924;2023-03-20;APV;YTD;-4.72%
8924;2023-03-21;APV;1M;-3.21%
8924;2023-03-21;APV;3M;-7.24%
8924;2023-03-21;APV;6M;-13.68%
8924;2023-03-21;APV;1Y;-13.48%
8924;2023-03-21;APV;YTD;-4.06%
8924;2023-03-22;APV;1M;-4.22%
8924;2023-03-22;APV;3M;-6.10%
8924;2023-03-22;APV;6M;-14.55%
8924;2023-03-22;APV;1Y;-14.85%
8924;2023-03-22;APV;YTD;-5.12%
8924;2023-03-23;APV;1M;-6.43%
8924;2023-03-23;APV;3M;-8.61%
8924;2023-03-23;APV;6M;-15.92%
8924;2023-03-23;APV;1Y;-15.07%
8924;2023-03-23;APV;YTD;-6.45%
8924;2023-03-24;APV;1M;-6.31%
8924;2023-03-24;APV;3M;-7.72%
8924;2023-03-24;APV;6M;-15.10%
8924;2023-03-24;APV;1Y;-14.60%
8924;2023-03-24;APV;YTD;-5.54%
8924;2023-03-25;APV;1M;-6.31%
8924;2023-03-25;APV;3M;-7.72%
8924;2023-03-25;APV;6M;-15.09%
8924;2023-03-25;APV;1Y;-14.37%
8924;2023-03-25;APV;YTD;-5.54%
8924;2023-03-26;APV;1M;-6.31%
8924;2023-03-26;APV;3M;-8.03%
8924;2023-03-26;APV;6M;-15.66%
8924;2023-03-26;APV;1Y;-14.37%
8924;2023-03-26;APV;YTD;-5.55%
8924;2023-03-27;APV;1M;-8.73%
8924;2023-03-27;APV;3M;-8.33%
8924;2023-03-27;APV;6M;-15.56%
8924;2023-03-27;APV;1Y;-14.95%
8924;2023-03-27;APV;YTD;-6.19%
8924;2023-03-28;APV;1M;-9.02%
8924;2023-03-28;APV;3M;-5.85%
8924;2023-03-28;APV;6M;-16.60%
8924;2023-03-28;APV;1Y;-15.09%
8924;2023-03-28;APV;YTD;-6.77%
8924;2023-03-29;APV;1M;-8.88%
8924;2023-03-29;APV;3M;-7.44%
8924;2023-03-29;APV;6M;-14.59%
8924;2023-03-29;APV;1Y;-16.12%
8924;2023-03-29;APV;YTD;-6.62%
8924;2023-03-30;APV;1M;-8.50%
8924;2023-03-30;APV;3M;-6.23%
8924;2023-03-30;APV;6M;-12.73%
8924;2023-03-30;APV;1Y;-16.34%
8924;2023-03-30;APV;YTD;-6.23%
8924;2023-03-31;APV;1M;-7.32%
8924;2023-03-31;APV;3M;-5.01%
8924;2023-03-31;APV;6M;-11.60%
8924;2023-03-31;APV;1Y;-14.26%
8924;2023-03-31;APV;YTD;-5.02%
8924;2023-04-01;APV;1M;-5.75%
8924;2023-04-01;APV;3M;-5.01%
8924;2023-04-01;APV;6M;-11.60%
8924;2023-04-01;APV;1Y;-14.26%
8924;2023-04-01;APV;YTD;-5.02%
8924;2023-04-02;APV;1M;-5.82%
8924;2023-04-02;APV;3M;-5.01%
8924;2023-04-02;APV;6M;-11.60%
8924;2023-04-02;APV;1Y;-14.26%
8924;2023-04-02;APV;YTD;-5.03%
8924;2023-04-03;APV;1M;-5.78%
8924;2023-04-03;APV;3M;-2.84%
8924;2023-04-03;APV;6M;-11.95%
8924;2023-04-03;APV;1Y;-12.76%
8924;2023-04-03;APV;YTD;-3.37%
8924;2023-04-04;APV;1M;-5.05%
8924;2023-04-04;APV;3M;-3.35%
8924;2023-04-04;APV;6M;-11.58%
8924;2023-04-04;APV;1Y;-12.38%
8924;2023-04-04;APV;YTD;-2.61%
8924;2023-04-05;APV;1M;-6.15%
8924;2023-04-05;APV;3M;-3.90%
8924;2023-04-05;APV;6M;-13.44%
8924;2023-04-05;APV;1Y;-12.61%
8924;2023-04-05;APV;YTD;-3.75%
8924;2023-04-06;APV;1M;-4.77%
8924;2023-04-06;APV;3M;-4.43%
8924;2023-04-06;APV;6M;-12.05%
8924;2023-04-06;APV;1Y;-12.05%
8924;2023-04-06;APV;YTD;-3.08%
8924;2023-04-07;APV;1M;1.38%
8924;2023-04-07;APV;3M;-4.43%
8924;2023-04-07;APV;6M;-9.98%
8924;2023-04-07;APV;1Y;-13.56%
8924;2023-04-07;APV;YTD;-3.09%
8924;2023-04-08;APV;1M;0.64%
8924;2023-04-08;APV;3M;-4.43%
8924;2023-04-08;APV;6M;-9.98%
8924;2023-04-08;APV;1Y;-14.46%
8924;2023-04-08;APV;YTD;-3.09%
8924;2023-04-09;APV;1M;3.85%
8924;2023-04-09;APV;3M;-3.77%
8924;2023-04-09;APV;6M;-9.98%
8924;2023-04-09;APV;1Y;-14.46%
8924;2023-04-09;APV;YTD;-3.09%
8924;2023-04-10;APV;1M;6.56%
8924;2023-04-10;APV;3M;-3.31%
8924;2023-04-10;APV;6M;-9.19%
8924;2023-04-10;APV;1Y;-13.70%
8924;2023-04-10;APV;YTD;-2.24%
8924;2023-04-11;APV;1M;5.50%
8924;2023-04-11;APV;3M;-4.19%
8924;2023-04-11;APV;6M;-4.64%
8924;2023-04-11;APV;1Y;-12.85%
8924;2023-04-11;APV;YTD;-3.22%
8924;2023-04-12;APV;1M;3.25%
8924;2023-04-12;APV;3M;-6.46%
8924;2023-04-12;APV;6M;-6.27%
8924;2023-04-12;APV;1Y;-12.99%
8924;2023-04-12;APV;YTD;-5.29%
8924;2023-04-13;APV;1M;3.05%
8924;2023-04-13;APV;3M;-6.95%
8924;2023-04-13;APV;6M;-9.23%
8924;2023-04-13;APV;1Y;-13.66%
8924;2023-04-13;APV;YTD;-5.19%
8924;2023-04-14;APV;1M;2.64%
8924;2023-04-14;APV;3M;-6.98%
8924;2023-04-14;APV;6M;-8.01%
8924;2023-04-14;APV;1Y;-13.79%
8924;2023-04-14;APV;YTD;-5.23%
8924;2023-04-15;APV;1M;1.58%
8924;2023-04-15;APV;3M;-6.98%
8924;2023-04-15;APV;6M;-8.01%
8924;2023-04-15;APV;1Y;-13.79%
8924;2023-04-15;APV;YTD;-5.24%
8924;2023-04-16;APV;1M;-0.35%
8924;2023-04-16;APV;3M;-6.72%
8924;2023-04-16;APV;6M;-8.01%
8924;2023-04-16;APV;1Y;-13.79%
8924;2023-04-16;APV;YTD;-5.24%
8924;2023-04-17;APV;1M;0.26%
8924;2023-04-17;APV;3M;-5.89%
8924;2023-04-17;APV;6M;-11.12%
8924;2023-04-17;APV;1Y;-13.13%
8924;2023-04-17;APV;YTD;-4.52%
8924;2023-04-18;APV;1M;-0.39%
8924;2023-04-18;APV;3M;-4.57%
8924;2023-04-18;APV;6M;-12.91%
8924;2023-04-18;APV;1Y;-13.80%
8924;2023-04-18;APV;YTD;-5.14%
8924;2023-04-19;APV;1M;-0.38%
8924;2023-04-19;APV;3M;-6.27%
8924;2023-04-19;APV;6M;-12.71%
8924;2023-04-19;APV;1Y;-14.86%
8924;2023-04-19;APV;YTD;-5.14%
8924;2023-04-20;APV;1M;-1.52%
8924;2023-04-20;APV;3M;-7.65%
8924;2023-04-20;APV;6M;-12.56%
8924;2023-04-20;APV;1Y;-15.79%
8924;2023-04-20;APV;YTD;-6.17%
8924;2023-04-21;APV;1M;-1.77%
8924;2023-04-21;APV;3M;-7.23%
8924;2023-04-21;APV;6M;-14.56%
8924;2023-04-21;APV;1Y;-14.38%
8924;2023-04-21;APV;YTD;-5.76%
8924;2023-04-22;APV;1M;-0.67%
8924;2023-04-22;APV;3M;-7.23%
8924;2023-04-22;APV;6M;-14.56%
8924;2023-04-22;APV;1Y;-13.96%
8924;2023-04-22;APV;YTD;-5.76%
8924;2023-04-23;APV;1M;0.73%
8924;2023-04-23;APV;3M;-7.24%
8924;2023-04-23;APV;6M;-14.56%
8924;2023-04-23;APV;1Y;-13.96%
8924;2023-04-23;APV;YTD;-5.76%
8924;2023-04-24;APV;1M;2.37%
8924;2023-04-24;APV;3M;-3.70%
8924;2023-04-24;APV;6M;-12.98%
8924;2023-04-24;APV;1Y;-11.71%
8924;2023-04-24;APV;YTD;-3.30%
8924;2023-04-25;APV;1M;0.85%
8924;2023-04-25;APV;3M;-4.98%
8924;2023-04-25;APV;6M;-14.60%
8924;2023-04-25;APV;1Y;-14.61%
8924;2023-04-25;APV;YTD;-4.75%
8924;2023-04-26;APV;1M;-0.40%
8924;2023-04-26;APV;3M;-6.77%
8924;2023-04-26;APV;6M;-13.99%
8924;2023-04-26;APV;1Y;-12.98%
8924;2023-04-26;APV;YTD;-5.93%
8924;2023-04-27;APV;1M;1.17%
8924;2023-04-27;APV;3M;-6.13%
8924;2023-04-27;APV;6M;-12.27%
8924;2023-04-27;APV;1Y;-12.53%
8924;2023-04-27;APV;YTD;-5.09%
